packet_id,super_state,mc_state,ctrl_mode,rpm,accel_avg,accel_mad,iq_avg,iq_mad,iq_target,id_avg,id_min,id_max,if_avg,if_mad,field_pwm_avg,field_pwm_mad,vbus_avg,vbus_min,vbus_max,duty_avg,duty_max,if_min,stator_fw_id,speed_target,speed_i_term,i_bus
1128,4,2,1,4797.741211,-122.8086853,910.8287964,4.676524639,1.180660009,4.610173702,0.077508181,-6.201375961,6.514462471,2.351121187,0.004786592,0.999994755,1.92E-05,13.11112213,13.08174801,13.12848854,0.853621244,0.860479474,2.340112209,0,4800,0.072228111,3.395021677
1129,4,2,1,4800.70166,188.7374573,927.7224731,4.509073257,1.175491095,4.727835178,-0.331246763,-6.021452904,7.639932632,2.350939751,0.003731543,0.999999344,3.61E-06,13.12271595,13.10346699,13.14113426,0.854670823,0.873137772,2.340112209,0,4800,0.07227888,3.248985767
1130,4,2,1,4795.036621,-354.0324402,914.5462036,4.523069382,1.056059122,4.832484245,0.534045279,-5.050339699,7.30039835,2.352282286,0.004925669,0.999999762,6.68E-07,13.1240406,13.08709717,13.14458084,0.855597377,0.867695987,2.342318296,0,4800,0.072332449,3.224741936
1131,4,2,1,4800.467773,151.3852844,855.5512085,4.498821735,1.16597712,4.514433861,-0.435635209,-6.0735569,5.905432701,2.355869532,0.005257016,0.999944746,5.53E-05,13.13132381,13.09668827,13.15032578,0.85305655,0.869728744,2.346729517,0,4800,0.072386898,3.266799212
1132,4,2,1,4798.815918,100.4988556,1105.779541,5.062669277,1.084813833,5.208124638,-0.158740222,-6.058964729,6.75849247,2.353866339,0.005304696,0.999993324,2.02E-05,13.13382244,13.09861279,13.15859032,0.854580164,0.870761871,2.342318296,0,4800,0.072462879,3.669282436
1133,4,2,1,4796.763184,-216.5337067,1028.738281,4.473369122,0.706985652,4.607496738,0.446151733,-6.550051212,6.719584942,2.355764866,0.00563662,0.999992013,2.20E-05,13.14108849,13.11288834,13.16748142,0.852973938,0.870730639,2.340112209,0,4800,0.072501905,3.188139439
1134,4,2,1,4801.645996,326.7692566,938.1538086,4.721616268,1.198139906,4.736441612,-0.454252422,-5.996355534,7.892433167,2.357022762,0.005081321,0.999999046,4.62E-06,13.14702415,13.11950874,13.16770554,0.853717804,0.871870279,2.342317104,0,4800,0.07258153,3.414862156
1135,4,2,1,4796.822266,-156.9762421,966.7504272,4.970924854,1.009312272,5.044398308,0.237135708,-6.285179615,6.130675316,2.356246233,0.005014787,0.999999762,8.34E-07,13.15042305,13.12514305,13.16791534,0.853443563,0.870098531,2.346728086,0,4800,0.072630852,3.620872021
1136,4,2,1,4799.500977,9.50015831,950.7146606,4.658003807,1.105736136,4.355137825,0.680245638,-5.389077663,6.758789539,2.359835863,0.004928448,0.999982536,3.33E-05,13.15871048,13.13219166,13.18008327,0.849711716,0.86347121,2.346729517,0,4800,0.072657488,3.495425701
1137,4,2,1,4799.664551,193.1960907,974.3660278,5.277413368,1.197996616,5.132596493,-0.284585297,-5.879591942,7.490468025,2.360128403,0.004749453,0.99997133,4.99E-05,13.16167259,13.13459873,13.17770958,0.852715313,0.86730516,2.348934412,0,4800,0.07275106,3.854991436
1138,4,2,1,4796.369629,-234.3176422,938.0903931,4.486804962,1.094275713,4.865136623,0.12054421,-6.665526867,7.875088692,2.361021996,0.004288882,0.999996543,1.30E-05,13.16690254,13.13932896,13.18314552,0.85223639,0.863645256,2.353345633,0,4800,0.072795354,3.237252474
1139,4,2,1,4799.254883,31.10801697,933.4573975,4.553385735,0.848249495,4.541488171,0.134888276,-6.21552515,7.085700035,2.361553669,0.003970164,0.99999392,1.42E-05,13.1782217,13.15246868,13.19419098,0.851118207,0.864664853,2.348934412,0,4800,0.072845407,3.255342722
1140,4,2,1,4797.395508,-73.42321777,1016.05896,4.916462421,1.205730677,5.107447624,-0.127424255,-6.062092304,6.635708332,2.360921383,0.004558081,0.999999285,3.20E-06,13.17904091,13.14246368,13.20030212,0.852319717,0.868484378,2.351140738,0,4800,0.072917402,3.540604591
1141,4,2,1,4799.28418,15.69014645,788.0048218,4.523750782,1.123070955,4.596457958,0.229244083,-6.030237198,6.619286537,2.362992048,0.004491844,0.999999762,6.27E-07,13.18377113,13.14821339,13.20399475,0.849913061,0.861723781,2.355550528,0,4800,0.072955124,3.270734072
1142,4,2,1,4800.084961,204.1619263,1038.917603,5.134296417,1.109575748,4.884716034,0.127911583,-6.015462875,7.247908115,2.364639521,0.004461891,0.999980271,5.32E-05,13.19153309,13.16454601,13.20788002,0.850978315,0.867708981,2.351140738,0,4800,0.073032945,3.684535503
1143,4,2,1,4797.118652,-163.289505,877.7834473,4.557898521,1.160249472,4.803981781,-0.195662916,-5.264544487,6.037082195,2.365943193,0.004023964,0.999977171,4.35E-05,13.19518089,13.16734695,13.21304226,0.850662589,0.86434114,2.348934412,0,4800,0.073081806,3.282143354
1144,4,2,1,4800.440918,152.6873169,883.7088013,4.534468174,1.353122711,4.676241398,-0.130502924,-6.245866299,6.57835865,2.367245436,0.005577256,0.999888539,0.000113891,13.20545387,13.17296124,13.2261076,0.849921584,0.864923477,2.353345633,0,4800,0.073133677,3.281953573
1145,4,2,1,4797.822754,-51.63539124,1033.933228,5.083636284,1.054470778,4.909138203,0.283253938,-6.098257542,7.000927925,2.367183447,0.004221203,0.999936879,0.000122514,13.21001148,13.18548679,13.23187447,0.849781156,0.867448449,2.355550528,0,4800,0.073188052,3.64580369
1146,4,2,1,4798.170898,-122.7238693,1023.094604,4.337128639,0.836233795,4.488868713,-0.070172518,-5.903137207,6.429867744,2.369835377,0.004403518,0.999979377,5.98E-05,13.21417046,13.19018841,13.23412037,0.848580003,0.866297185,2.35996151,0,4800,0.073217504,3.086081028
1147,4,2,1,4800.129883,200.2667847,962.3513184,5.410973072,1.622684479,4.95915699,0.301969945,-6.615272045,5.872106075,2.368103504,0.004283096,0.999997497,1.23E-05,13.21809387,13.1924572,13.23416615,0.848057985,0.866434336,2.357756615,0,4800,0.073300362,3.907857656
1148,4,2,1,4795.433105,-315.0709229,892.6932983,4.899944782,1.047379851,4.889474869,0.486003071,-6.325625896,6.349131584,2.371010542,0.004366305,0.999998152,6.18E-06,13.22399998,13.19653702,13.2494297,0.84807843,0.861653149,2.362167835,0,4800,0.073345922,3.498657227
1149,4,2,1,4800.548828,161.5764008,937.1018677,4.50261116,0.915407479,4.737515926,-0.435392886,-5.997411728,5.881232738,2.374251842,0.005025508,0.999993861,1.42E-05,13.2331295,13.20277786,13.25036526,0.848502874,0.863829851,2.362167835,0,4800,0.073398553,3.214158058
1150,4,2,1,4799.963379,157.5398712,1083.306519,4.843206882,1.112652421,4.943151474,0.140724301,-5.659669876,7.227152348,2.373111486,0.004575041,0.999983191,3.04E-05,13.23901653,13.2010746,13.25786495,0.849717081,0.863434136,2.362167835,0,4800,0.073458299,3.491487503
1151,4,2,1,4797.430664,-193.663269,986.5257568,4.735194206,1.028334856,4.523631573,0.188629806,-6.345016479,6.991173744,2.377088547,0.004481614,0.999985874,3.34E-05,13.24453545,13.21575356,13.26194859,0.84410882,0.85750109,2.366580248,0,4800,0.073474392,3.569777727
1152,4,2,1,4801.367188,264.6266479,898.555481,4.878490448,0.970708191,4.762916565,-0.864618063,-5.848576546,5.737720013,2.374512672,0.006232447,0.999998271,7.50E-06,13.25318813,13.22729015,13.27232361,0.845981836,0.860573053,2.362167835,0,4800,0.073540136,3.632882833
1153,4,2,1,4796.147949,-255.6595306,863.7800293,4.741854191,1.1351192,4.893675804,0.405956864,-5.176578522,6.820839882,2.37601018,0.00600928,0.999989212,1.29E-05,13.25547409,13.22223949,13.27427864,0.847756684,0.864645481,2.364374161,0,4800,0.073589318,3.41049099
1154,4,2,1,4799.84375,74.81710815,927.6863403,4.70352459,1.090811729,4.624804497,0.184236929,-6.195624828,7.596830368,2.37695837,0.004670186,0.999998748,4.14E-06,13.26248646,13.23522949,13.28360558,0.845947921,0.85577625,2.366580248,0,4800,0.073628001,3.368993759
1155,4,2,1,4800.208496,151.4430237,1051.08374,4.557758331,1.016877532,4.853458405,-0.390919745,-6.463815689,7.992085457,2.37807107,0.004640516,0.999976575,4.28E-05,13.27161503,13.24850845,13.2870903,0.847447693,0.867082894,2.362167835,0,4800,0.073682144,3.244588614
1156,4,2,1,4796.575684,-239.9813232,912.5290527,4.51839304,1.02995491,4.719833374,0.2059284,-5.582977772,6.146481037,2.381179571,0.00509676,0.999991417,1.78E-05,13.27550602,13.24812317,13.29378319,0.845792949,0.862054706,2.364374161,0,4800,0.073725738,3.223331213
